text,label
not working from home today .,0
good morning ! crazy week ahead ... trying not to slap anyone at 8:44a.m . staying motivated and positive !,4
"im dying of lack of sleep , my weekwnd and now my week start have not been very rest friendly",0
checking out twitter for the first time to see how she likes it ...,4
lool & gt ; elvis presley ( gracelandnews ) is now following your updates on twitter . not anymore !,0
"username username here , here seesmic is great and you can run more than one account from it and facebook",4
"arrived in kent , sun is shining . but in a very big queue",0
username it 's tiff . i wish u came,0
"whiskey , dirty dancing , and jeff 's new found love for whiskey ! ! heavenly nobody puts baby in the corner",4
"username username username username @ shapelike : good luck at paris-to-ancaster tomorrow , dudes ! make me proud !",4
"bed , need to be up in 5 hours .. 1.5 hr commute awaits me in the a.m .",0
walking back from parkwood to main campus alone,0
username shocking innit ? ! ! i blame this shitty weather .. its depressing !,0
username o_o ok ill accept that,0
"username aww thanks - our laughing/singing/wooing did it , right ? i wish you were there !",4
yay me ! i did good on my com final i needa step up next semester forsure tho . no more distractions .,4
ooh this sore throat is soo annoying =.= : l,0
"username yay ! i cant wait to meet you again and okay , awesome ! right , i 'm off to school now . i 'll text you later ! xx",4
is hurting . working out does n't make you feel good in the begining .,0
watching isle of wight highlights really wanting to go to a festival,0
username thanks,4
"i wish we could see how many times vs the ring has been played , because i know it 's been playing none stop here ! # savechuck # chuck",4
username suite lifee,4
on the phone with ryan . urhg .. hate that he 's leaving manila .,0
ughh i 've already mentally checked out of school ... do n't wan na study for my final tomorroww,0
"username how much a jam session on tuesday ? i 'm a little out of practice , but am working on guitar . i can sing if necessary . wii 4 rock band",0
southern fried poetry slam was awesomeness . hung out with the ladies at chili 's afterwards . sleep now and work in the morning,0
hahaa who said italian picknik days are a good idea ? : | i 'm so tired,0
@ socal_kid ; wednesday = no doze available for @ a07ent,4
i get to do a review for katie and nina and for colette when it gets here ...... life is good ! ! ! !,4
username heard you slutted it up ! i 'm totally jealz~ i missed it . maybe next time !,4
finally at work now drinking some starbucks,4
"username ... a what ? english , por favor .",4
air france . angústia,0
ahh good night ! fun weekend planned than road trip to see my baby on tuesday !,4
today is myn nd jons 4th month,4
"watched 'chocolate ' in theatre today ... ws thinking of other worse decisions , but clearly this was amongst the top ! imdb 2 be blamed too ! !",0
i am soo bummed out about leaving this place . hope that cebu wo n't let me down !,0
sleeping really does cure all evils # fb,4
today just sucks . first joey moved to panama . and most importantly jordan leaves tonight . do n't want him to .,0
im checking my myspace,4
ihub tweet tmstocks : tweet - added 8-k as a new twitterpeep : tmstocks url,4
username morning sounds like hard work,4
username the virginia highlands apartments,0
"it 's 5am . eyes open , 4 hours of sleep ... jesus ... going for a shower ...",0
username withdrawals really suck # bsb # nc # ac,0
what a day,4
"it 's disappointing . here , the sky gets dark .. it gets really windy .. and then it just blows over",0
one great thing about living here is that the entertainment is so good ! and yes there are real people that live here with real lives,4
just a random thought,4
"arg , it 's getting late now over here - 2 am - and i got work to do tomorrow ... though , would n't be the first time i did n't get slept -_-",0
wisheveryoneandmegoodluck ! see yah twitter in 40 hrs . !,4
username and did you ? what 's the result ?,4
catching up on my teevee shows .,4
"very disappointed , christmas is ruined , preordered my iphone from stupid att over a week ago . will not get for 1 to 2 weeks more",0
"username hey , hi where you from ? ? im a bsb girl too , , obviously .. hehe ..",4
username when are they ? ? i could do either ... my only friend that liked them moved so i have no one to go with now ....,0
username daddy will support you,4
username thanx u know i 'm sk if i do n't go 2 wrk,0
updated my portfolio url,4
"is taking her babe to swim ! love watching her , she 's an awesome swimmier !",4
"laying in bed with a killer backache , did n't make it to church",0
username i think you look really nice in the one you have ! have a great day !,4
i need new purple nailpolish ....,0
going to cry tomorrow gon na miss everyone,0
username i tried to enter when that first came out and it was n't working have to try it again !,0
love that song ! ! let the week begin ! !,4
username same also trying to get my house ready to sell ... i ca n't believe how much crap i own !,4
"from scandals to piracy , now to drugs and syndicates ! , wow -- talo pa telenovela !",4
"is on lunch , ca n't tweet during working hours as it is barred eating a bacon sandwich yummy ! ! !",0
username lol he nicked my follower feedback idear,0
username yes thank you,4
username where 'd you buy it ? can i borrow it next time ? pretty please ? i want oklahoma ! on dvd ...,4
username thanks and yes we have to go ( ! ! ! ) . convince username too .,4
"username good fri mornin here . orlando i wish , or is for oregon just turning summer here too . have a great wknd or is it over in india ?",4
"gave out all my # 140conf vip codes , plus some extras . sorry if u did n't win registration still open : url",0
username it was 5.0 mag . not that bad .... i think,4
ww.ink-guard.com username crying over the cavs loss and drawing up my next tattoo .... : @ .. url,0
phone is effing up . hardcore-like .,0
username damnit then what do i have to do to make you like me ! ? ; ) or not get stern looks,0
in bed ... chillen with the lil sis ... then work all day,0
username it may still be suffering from the twitter apocalypse . i need to change some data types .,0
username hot n ' cold ! ! .. please ..,4
i 'm listening to alanis morissette 's jagged little pill o.o it 's been so long since i 've heard & quot ; you outta know & quot ; good song,4
is missing the days !,0
username thank you,4
hates this cold and do n't like being sick . url,0
of course there 's traffic - i should b asleep already ! ! tired so sleepy ....,0
on this computer i ca n't be on 2 things at once ! ! ! i want msn and twitter,0
username np .... and thanks . i 'm sure i 'll have more requests .,4
"found an ad for the most perfect teacup yorkie , a giveaway . but it sounds like a scam in her email . it 's the dog i 've always wanted ...",0
username omg i think rob brought this girl that he met in cannes to the movie awards,0
"i feel like writing a story , but do n't actually have any ideas could try that again with that one i lost .",0
"hates the crappy weather , praying the rain will stop . i wan na go to the pool ! could n't be more bored , ready for adam to get off duty .",0
username you went to the amber pacific//fight fair show tonight at chain ? ! awesome ! hope it was good . i had no ride from lbc to anaheim .,0
"username have fun in the states ! starbucks , whoohoo",4
is doing homework,0
talking to my honey,4
username oh no ! what was she thinking !,0
do n't forget to vote for raising cane 's in the timesofacadiana 's best of acadiana ! url ! !,4
"im working away , roll on home time",4
is passing the beverly center .,0
driving home to vegas ; fun day today,4
wow what a day ! ! ! i love these girls and i have missed them ! !,4
each time u click the gold button on the hunger site url,4
username none i am boring,0
what a nice day . to be sitting inside a basketball stadium doing an exam,0
i 'm happy being 20 ..... 3 . it 's cool . i can still be a hot mommy someday ; ),4
"whenever , whever , sarah 's in dc all summer and sure !",0
"as usual , serial wiring for this led sign is destroying me",0
username well i 'm outta ideas,0
is surprising momma bear,4
"username thanks , plan to enjoy the day and the next 3 as i 'm off work , hope your well and having a good day too",4
i have a really bad headache ...,0
�bertwitter update is kickbutt ... i 'm a geek ... do n't judge me,4
username they dont load on my phone,0
still ca n't believe youtube deleted my channel for that stupid always sunny tribute video . & gt ; : -o i had soo many views,0
username which side of the 15 minutes do you fall on today ?,4
should have been dizzee,0
is listing to radio 1 chart show !,4
"why have i yet to buy more hayfever medication ? ! i do n't know which is worse : the sneezing fits or the sore , irritated eyes .",0
i had no sleep last night im still not well,0
"username oh man , that sux ... price u pay for being on the org chart ( and responsible , and stuff ... )",4
really misses her voice,0
decided to go in to the office - we just moved and figured i 'd unpack then study . no climate controls active . 80 degrees here,0
username hahaha yes i know and i 'd would be graduating with you but im next year im quite nervous though haha : l. life goes to fast !,4
"feeling happy ! happy happy ! think i inspired ppl today thro my sermon . mashallah , alhamdulillah ! happiness all around ! bring on the ajr !",4
a house fulla people and i ca n't get one person 2 play cards with me ? ? this makes me too sad,0
i 'm getting back into playing tf2,0
username yeah ! but too late lol,0
"my friend and i have a debate .. our debate is about whether its gon na b ko-bron or k-wight . i say its kobron , she says its kwight .",4
ty david bowie for making my morning,4
username i 'll post it sometime monday as i 'm planning nothing but the beach this weekend,4
is going to try to stay awake for david/ellen tonight,4
ive got no one to go shopping tomorrow with how sad !,0
username it 's where ever i am when i drop my twet on twit world . well within a couple meters,4
username she ( dog ) really not well . taking her to see vet later today . poor thing . normally she loves food but she hardly eaten,0
username playing with lighters fire matches and grass,0
ah wokking was great . you could eat as much ice cream as you what . i never eat so much ice cream in my life ...,4
brushing my teeth and it 's off to dreamland . i hope to see megan fox again,4
"at new cumnock for lunch , i have just fallen of my bike raised edge on the side of the road going into a layby ...",0
wow crazy night ! year one was pretty funny . sorry it got sold out brad we missed yeah studio 429 tomorrow ! !,0
tipsy at a bar with 2 of my best friends that i never get to see,4
"username my face is still numb , jaw hurts-ca n't open , still bleeding ... still have n't eaten fml",0
username yeah for real i 'm pretty sure it 's going to last till monday . i 'll end up at the doctors haha,0
"loads of work , but loads of sun i have to be more disciplined now than i was at the weekend .",0
"username sit down shut up is bumped up to 7 pm , a surfire sign of it being cancelled",0
chayla just gave me great advice,4
username you are at the beach ? i still at work and later i have classes,0
i 'm currently at a loss of feeling im my brain due to boredom,0
will never stop loving rupert grint . no matter what you say its only a matter of time before he realises he feels the same ..,4
morning ! ... i wan na go to bed,0
username how about you give me your opinion on the correct lake effect kid lyrics ? all the lyrics sites have different lyrics and im,4
mind to be & quot ; hacker & quot ; ... someday somehow,4
username i missed it ... when can i see it again ?,0
my mudy plum,0
testing threeter more info at url,4
awful day at work so far ..... i hope it gets better,0
username sorry sorry i slept in i 'll come tomorrow are you and everybody going to be there ?,0
username lol im on da phone . u should order da cd ! im watchin cnn dey tawkn bout da swine flu ! ! very important ! ! !,4
my shiney teeth and mee ! haha . i dont got no grimey ass yellow teeth . i stick to white suckah,4
and i have to work at the weekend ...... ; ),0
going to shop now to get bread .... will tweet soon j4sonx out,4
ca n't believe the last day of school was yesterday . i cried,0
ugh . its absolutely pathetic how much i miss my best friend right now ... username i 'm robbing you if i do n't see you by july26 k ?,0
username your life is soo not boring .,4
username good . i tried to join you but you were too busy watching tv on netflix !,4
username i wish i were back in oregon ! jealous .,0
username but unfortuntley she dosent like short stack well actually shes never heard of them ! d :,0
yah - he always does - silly url,4
i think today is a good day for baking some cupcakes,4
my whole body is sore from fitness walking .,0
proving myself wrong one of my fav things to do,4
woke up at 7am on a saturday ! what 's up with that ? seeing my bf in a few hrs ! 2 weeks was wayy to long,0
username haha good idea he needs 2 win if he doesnt .. i 'll feel bad coz i didnt vote haha x,4
username i love fnl . i 'm brazilian but i like american football too .,4
has bought a new macbook,4
username oh ... can you link me a picture of her tan ?,4
username it happened because everyone freakin ' loves the shit out of you ! get used to it hope you have a good week !,4
username nice blog you got ?,4
today i have to take the history test that i missed last thursday,0
hey buddies visit my blog ans watch my show url,4
now watching nightmare before christmas and coloring hello kittys,4
someone broke into my car and stole my cd player ... wtf why ?,0
username well i guess i 'll wait then,4
username genelde b�le bi ? ey olmuyodu ama hadi bugunl�k tarz ? n ? yap bakal ? m,4
username thx 4 the fb if u like go to url !,4
"& quot ; having a twitter makes me realize that celebrities are actually like , people . it 's a weird realization. & quot ; love my friends",4
tkd was good tonight . i lol 'd when one of the noobs bell on his ass made me smile,4
that 'll do it ! ! # blackhawks win ! 2-0 lead in the series ... started off shakey but they came back to seal the 3-2 win !,4
"username its 5:30 in the evening , sunset time",4
"username if you want conversation , use email/mailing lists . i 'm not convinced '140 chars and less ' replies are conversation",4
had the best night that i have had in a good minute . thanks to a beautiful woman .,4
username whats going on stud,4
username welcome back !,4
username do n't say that ! you make me unhappy that you 're unhappy !,0
"perfect night . best month of my life so far ! ! you my boo , @ ryanfeero",4
has a shakespeare test today . studied for about 10 minutes .,4
"at work , getting a twitter account",4
username i hope so,0
coolldd,0
username fantastic ! it 's so cool ! thanks for the coaching,4
my t-shirts from 3dsupply have arrived . now i can be geeky and fashionable at the same time,4
"in the car to enschede , 'the kater comes later ' - url",0
username where are the new alcohol inks ?,4
wishing i had bought another toyota .,0
username well said,4
username - we went over about 20 minutes ago ... only just managed to get internet connection back to upload it !,4
listening to works for me right now,4
username nigguh youh be trippin ',0
"having some coronas , and have a bad craving for mexican pastries , but i 'd have to go to uptown to get some",0
username someone looks happy haha . i ` m jealous . got my diet coke and a design problem,0
tonight was perfect,4
username ur still in atlanta ! good grief,0
username i 'm just sitting on the couch with my mates me and myself watching a movie,4
url,0
catching up on a few more hours of sleep before i have to leave @ janine213 .,0
username very nice pic hun ! me likey,4
verdict is in - no school tomorrow . may be going to dr. instead if fever wo n't stay down .,0
just woke up ... still sick in great need of chocolate !,0
nothing doing username tt today due to appalling weather so i 'll watch some f1 instead . it 's just not the same ...,0
some say we are in the best times .... .. nothing wrong in believing that !,4
username url * hugs * x,0
my hand is throbbing . i am no longer a fan of toaster ovens .,0
username i wish i could be there but i 'm sick with awful cold .,0
username goodbye and sorry,0
i seriously need to find out why my laptop sometimes gets so hot . bbl after errands & amp ; pricing & quot ; comp fixes & quot ; . not many places left 4 that .,0
"i had 3.0 a week before the release , it kinda sucks because i ca n't be excited with everyone else",0
username thought that might be the case,0
"username hi ! ! i 'm always ok. gennki , morimori ! nanntatte .. this is an ideal day for baseball .",4
"i 'm so fucking tired ! starting to get a headache aswell . and now , at like 7.30 the sun starts to shine . 12 hours late , fucktard .",0
my tummy hurts ... good night again ..,0
username v. good . i thought you were registered na ?,4
username but there are so many people saying selena 's voice is fixed,0
username mind . in . gutter . must remove . now . thanks for nothing .,0
goodnight,4
meeting with my mba group to discuss economics,0
already in bed ! my head hurts !,0
username unless you have to travel in order to get to an early meet monday then you fall asleep on the train instead,0
username typica ! you went like just as i was about to come and chat,0
"josie , here 's my mom .. do n't have a great shot of her on my iphone . this ones from by wedding in 05 url",4
username hey gerard ! ! ! everything fine here in this lovely friday,4
looks like bytemark is down ; crap,0
"poopy ! i 'm on call and have to go in to see a patient ! workout now , shower , work",0
username i love true blood ! i do n't have hbo though so this season is a no-go until i can watch 'em online .,0
username the sweet swiss toblerone does his best to come soon and meet fabulous rita in chichester,4
starbucks just ran out of plain old coffee on me,0
username i wan na save dingos !,0
username i 'm still here,4
username watch the video ! lol,4
what a crappy monday i miss the sunshine ! will have to do some blog posts and look at some titties to cheer me up hows u guys ?,4
testing phtwitters on a sun cp,4
"about to go for a walk/jog such a pretty day outside , enjoy my time home while i can ( ( tear ) )",0
i just had to have a fish funeral for my little gold fish .,0
thinks this is absolutely nuts . url,4
checking out the new web site ... i & lt ; 3 @ jtimberlake,4
username how was your day ? ? i miss you,0
"bored at home , doing nothing on a friday night because of work the next morning",0
"username no , not right now",0
"oh didier url , even though he had a very very very very very very valid point",0
i must learn for school ............ school sucks ..,0
"username that 's awful were they still there when you got back , with their smug , guilty faces ?",0
username you are . sorry to have to be the one to break it to you,0
raining ..................,0
username he 's just ... unremarkable in every way .,0
username i actually like school . most of my friends are graduating tomorrow,0
looks like l 'll be staying home tonight doing flvs,0
"new york , the city that never sleeps ... especially outside this f * * * * * * hotel window ! ! !",0
there 's so much responsibility in one little key that fits in the palm of my hand .. and i just gave it back,4
username ooh you are due 2 days before me but i only have 1 ! ! really hoping username tour the uk before october or i ca n't go,0
summer school starts soon,0
username yahh come see me ! i am sure i will be super bored ! it 's supposed to rain all day !,0
fucking shit ! i want that phone already -____- & quot ; mine keeps dying .,0
"username lines , vines , rhymes , shoe-shines , wines , signs , difficult climbs , and , of course , trying times .",4
username share it with us peter,4
username = [ i just played the awesomest possumest game on the pc,4
"username good morning ! 9.37 at the moment , a.m. and a lot too early . going to work now have a nice day ! ! !",0
username hi put a pic on ! i have bought some nice green wellies,4
"username im sure i will . x im gettin them purple vans i showed u , next week =d",4
"username haha as much as i 'd like to hang out , even for just an hour , my lack of gas and money are preventing me from doing so",0
"that said , in some kind of divine retribution one of my crisps has stabbed me in the gum . karma can be a real bitch at times",0
username -- sounds fun !,4
last few hour in england ...,4
wow goodbyes are so hard,0
username good morning,4
username oh no ! i thought it was you on myspace ! did n't hear the rap otherwise i would have known ... : s,0
i could n't be any sadder on my birthday .. lost my phone,0
wishes my net was at it 's normal speed,0
username oh sweet ! you 're following me ! haha . saw you on the weekend buzz last night !,4
"is looking forward to meeting nua sheffield , but had a crap nights sleep this is going to be a loong day ...",0
username yes ! feel like crap . cant breathe- hence why i 'm still up . help ! : s,0
username i 'm mad i didnt get to c u,0
trying to contact mariah carey,4
ok sleep time for me . have to be up early tomorrow,0
psd to css / xhtml . hand coded for you at affordable rates . feel free to get in touch !,4
finished my break i dun wan na continue this sheet but it 's nessecary cuz my exam is tom ! : /,0
just got home from work .... and is chugging down a big bottle of apple juice .,4
username that 's too bad,0
username aww your welcome,4
time for some sleep ... hopefully i can sleep in this hot ass room,0
monday monday monday ! ! ! ! it took me longer than usual to get up and face the day,0
my classmates and i took a geometry test today . i think i failed it,0
username congratulations ! ! !,4
username i do n't mean it like that anyways in saying that they r the best in x are u annoyed at me or some thing,0
username good morning sweetie,4
"username hello tom , brazil wait for mcfly here",4
im home all by myself right now,0
i watched ashton in what happened in vegas ( something like that ? ) on sat night ... he 's a hoot ! such a cutie good flick @ aplusk,4
username does n't have to be foss at this point . just reliable and free .,4
username ehmm .. ya i did and like an internship or something fun .. aha . i wan na go into politics after uni,0
"# followfriday username in return , and 'cause he has the good taste and judgement to only follow real people .",4
i 'm very sore from yoga yesterday ... but going to the studio was awesome .... now to get ready for today !,4
"username username hey guys , glad you had a good night , and do n't worry , you were n't that annoying . btw gf did n't like the rose",0
has dissipating heart bubbles escaping from her skull . bad night hoping tomorrow will be better . with a painting involved .,0
username yes we are more than ready,4
"i hate looking for a job ! ! it 's annoying and taking ages ! someone give me a job ! please ! ! i am a good worker , it 's just not fair !",0
is playing pet society . url,4
"typical ! i have to drink more , before the club opens . i 'll be asleep soon ,",0
username it was so preettyy and straangge but the outfits were so godamned cool loved the ending .,4
username hell yes ! ! ! !,4
username haha thats cool ! i never knew either ! but it makes sense !,4
i cant sleep no fun,0
so bored ... what am i going to do today ?,0
"username i think it might rain , but no the fur protects pandas from the uvs",4
going out with r & amp ; s. missing my & quot ; m & quot ; .,0
way too hot for softball today wish it was a bye week ... going to be sweating buckets : /,0
special chocr makin rounds username gourds show,4
see ! i told y'all ! ! they butchered shane 's ish they did it no justice .,0
"username ahh , i feel extra special now thank you lol x",4
i think i have failed the calculus practice ... one more exam to go then,0
username that ca n't be good .,4
username but wat is twitterific ? i am slightly curious ! still cant reply to ppl 's status 's on my fone,0
"oops , forgot to snort some anti-histamines this morning.long snuffly day ahead then",0
username -thanks i hope i do 2 iv been playing dmc4 like 5 times kinda sick of it hehe,4
"this weekend was awesome ! i miss everyone already , especially that adorable creep of a mad scientist",4
i miss my girlfriend and her sexy face . baaby i wan na come home,0
username url,0
"username me too , on that note goodnight lovely lady , hope to catch up again soon ! ca n't make bc in syd this weekend",0
checking the hockey highlights .. since i missed the game today ! ! aha,4
that short power outage took away all my momentum,0
putting up music camp snapshots on myspace,4
i want to kick it to kelowa so bad right now,0
feels good to be good,4
"username hahaha , same ! i wan na see it again ... have you seen the pic of zac and jb ? hottest . pic . ever . hahah .",4
wishing it was a beach day instead of a work day !,0
realised some good things of leaving school to go on to new places .,4
reading through all the outlaws email and adding it to the wiki for later . live show at 7pm uk time 2nite as always ! linuxoutlaws,4
username i read the song fu page . i like to think that the 'stop 's a positive place but i might narrow that to the boards are positive .,0
yahoo pipes is not playing nice with twitter rss feeds today . getting & quot ; 400 bad request & quot ; errors do n't know why .,0
username oh no . * hugs * sorry a . what happened ?,0
last day of holidays .....,0
username babe do u have a swisher . i have herb but just need a swisher now .,4
testing tweetie for the mac ... seems acceptable,4
has the worlds worst hayfever,0
i got 12hrs of sleep last night but i 'm still too sick to go to church,0
username hello !,4
not looking like a good night for the sox,0
"username thanks for the plug , it 's not complete though ... not even for my class",0
"would love to be in berlin tonighet to see # royksopp . sold out url , i�ll jump on a flight",4
"username mid term exams math , english , biology , art and textiles its horrible",0
"tmn media group to be wound up , ouch",0
i 'm a hoa - ur a hoa home owners association ... it is not just your board tweeples username ( - :,4
had a fun night last night . too bad i did n't get to hang out with @ the_jew .,0
"@ pagankinktress , @ imadrummer , @ leciarey , username thanks for following !",4
username thanks . appreciate it .,4
biology final today . then home to prepare for psychology .,4
"mom 's not any better , and she slept over 12 hours . just waiting on my friend to see if she can take us to the hospital .",0
my best friend is talkin shit about me on twitter y'all . which way is up ?,0
username cool,4
"i 'm writing , now .",4
"username & quot ; never worked on a sequel & quot ; maybe that 's what we need to have a sequel live up to the first ? either way , ca n't wait !",4
username it does n't need to be tsk tsk . i have nothing to hide,4
username figures how does a canadian get past the & quot ; not available in your area & quot ; to see eminem 's posted video ? ? ? any ideas on that ? ?,0
old news but i just found out : they cancelled & quot ; the riches & quot ;,0
lookin ' at my frnds ' pix ... nice shots ! so envious ...,0
"username no , you need to check out the desktop app . it was release this morning . it will end you . url",4
i 'm sad ... i ca n't find my dr. horrible dvd and i have n't watched the special features yet,0
wipe out . : : i wan na join haha . : too young,0
at jennifers watching hannah montana . fun day .,4
"username i know babe poor poor baby i have such a huge admiration for you , i think you 're my very own version of addison ; )",0
computer is definitly not fixed . going back in today .,0
my feet are killing ! expensive but shit shoes ! ! ! ! ! ughh,0
my living puja alarm clock ( tsering the cat ) woke me up promptly at 6:30am today . hope everyone is having a great day .,4
username i just cant get enough lol ; ),4
username it is ! and you really do n't realize it until you ca n't escape it any more,0
username but i enjoy saying 'in my pants ',0
username oh -_- i should ov known lol waht a stupid question,4
i am only up to see atl on mtv but they havent played yet i need something to do !,0
"username . . . ready as eva , cant wait to see u in wollongong staring username my tickets right now hehe , hurry up august",4
i need something to do on a sunday that i actually want to do instead of just pigging out,0
"okay now i 'm bored . -.- it 's 4 : o7 pm .. oh yeah , i got ta jumprope later . talk about getting sweaty . )",4
neck hurts . a lot .,0
username i think you forgot a couple exclamation points .,4
thinking about last year wow .... lessons learned thank god for the step ' n stones,4
"username because i 'll have to give away this together with printed work . usb / external hdd would be too expensive , do n't you think ?",4
"is going to church . later on , shopping for formal dance clothes and soccer stuff . :3 yay . shopping . -.-",4
"username yea ! only 22k more , and you 'll catch up with my escort .",4
"for my newer followers , here is a picture of me url",4
looking into your eyes,0
username not really sure it will come to me,4
what the hell just happened on charm school ? ! wow . & amp ; fuck . new episode two weeks from now ? !,0
username we had a great day yesterday but could n't tweet about it all . bummer .,0
burnin ' it up,4
my last year as a teenager officially begins today ... and i have to work josh_rsnlmbrjk,0
im now free tonight . dinner got cancald downer,0
username you dont mean 'pidivatham ' ? : o,4
this weather makes sad ! i want a boyfriend,0
username no problem . you have really cool song choices on # song_ly too,4
i am letting you read this .......,4
i just loove scraping and painting ! rescue me !,0
"hmm , not much of a run log anymore . too lazy ok , update : wk 1 : 35.1mi , wk 2 : 46.6mi . just did 10 more @ 7:08 : url",0
no you do n't i do n't help you out sorry honey ....,0
yellow for username ? url,4
username username i 've never heard of it .,0
"its already 1 in the a.m . i need to sleep , especially since i have to be at school for 12 hours",0
"username hey , do my friend username a fave and add her , she needs some blip.fm love ; newbie on blip but i 'll vouch 4 her",4
username sure do .... i like to save others from the ungodly . noone saved me,0
watching world poker tour and playing sum halo wars with my boy @ lateralus123,4
noo . not the sad animal commericals ! ! !,0
username haha did you ? i dont remember wan na come help me with my posters ? ? xx,4
"username haha , me too but my excuse is that im sick , whats yours ? ; p",4
username at least _someone_ is making money from twitter . sure hope those folks in charge come up with something soon ...,4
username reading cvs today - found yours,4
seriously if you are not familiar with what or why this stuff in iran read about it . this will quickly become a slaughter of humans,0
i have bronchitis,0
i ca n't find my sunglasses,0
i am feeling like my whole world is crashing in around me !,0
going downhill again ...,0
feels like a nobody on here .,0
"username good writeup ; re : palm+itunes , if i remember correctly ( all the reviews blur together ) , you ca n't buy songs directly from the pre .",0
charlamagne drags cassie url,0
my day over back to work tomorrow have a good evening/night folks gute nacht alle,0
singing is what i do . its who i am,4
off to school . double tech today ima fail ! haha . xx,0
is watching clue the movie i love tim curry so much hes amazing . i 'm definitely watching rocky horror next .,4
"dinner done & amp ; cleaned up , dishwasher going , flossed & amp ; got ds into shower . launch pad ready for ds and dh . time for me . # flylady",4
had the best sex ever . sorry . had to share .,4
username eww ... awkward . celebrity apprentice actually just told me that he hated you ... and that you were a whore . sorry,0
"damn it ! got a press invite for the wolverin and star trek , but ca n't make it to either",0
thank you @ carmenparnos,4
hate missing my girlfriend so much ... silly emotions,0
"finally showering , getting ready , etc . movie night at raven 's with melissa and ashley later .",4
is currently listening to & quot ; introduce yourself & quot ; by faith no more # fnm # musicmonday # fuckmikepatton,4
"username 5 cases here , 66 cases nationwide , most cases have been severe leading to hospital stays & amp ; complications",0
username lamb i 'm sorry to hear your dissapointments ... hey if u have a yahoo messenger sn we can talk anytime ? ?,0
"username i know ! i want to win so . bad . aha ok , i 'll send you my stuuff .",0
"username yea everything i write , i think its shit and erase it . haha they are like porn and the rest i guess think im midly interesting",0
username i miss u love-no homo ! ! ! man we r missing all the atl fun ! ! ! i ca n't wait to get back . ru having fun & gt ; ? my trip has been a,0
username i know do n't worry about me i am crap at e-communication,4
turning laptop of . i 'm scared poor baby .,0
blessed is the person who gets to wake up at 8am daily . i envy you so much .,0
"i love sitting around jess ' room just singing , talking and laughing",4
needing an iced white chocolate mocha from starbucks,0
"username username username just saw the friends for change commercial and you guys are fantastic , way to represent a good cause",4
"i really do n't want kristin after that , no lauren on the hills just wo n't be the same",0
username username username u guys have it ordered ... it reserved for u gus dnt worry,4
my lil bro woke me up . then my mom told him to wake me up yay to wake up calls !,4
wishing i could be ok again . wants everything just to be ok again,0
username username username philiplocke thanks for following my updates,4
it such a bored thing,0
username i missed kobe .,0
"username woo ! i was getting pissed off , i never actually changed ma pic to a black square xd",4
username stick to the ps3 still,0
username why do n't u call up aruna musicals . they can surely help you .. my teacher teaches it too but we are in banaswadi !,4
"stayed up till 5am , woke up early . feeling kind of dizzy now . what 's going on with you guys ? big day tomorrow . championship game for my b",4
"cleaning the house today , it 's raining out boo",0
finally got some sleep last night .,4
"just started reading twilight , for the second time !",4
maybe i need to learn how to shut up when i have great ideas ... i always seem to forget they 're not protected by copyright,0
big mistake w/ the chinese,0
i do n't wan na be 19 scarey . i wan na freeze time at the 27th . i 'm gon na have get soo fucken drunk .,0
"im back , but now going offline seeya guys have fun on twitterr~ night lvoe ya .",4
username me too ! i thought poh might win # masterchef,0
username oh man that sucks i 'm sorry . hope everyone feels better !,0
@ joshgorfain : i miss phreddish,0
gina is taking me to our meeting . mom had to work,0
"username whoops , that was unintentional . you can still get to it at url 'll re-add it at lunch",4
thriving on sprouts and fluids . darn ! i might as well participate in biggest loser . the scales ca n't stand me anymore,0
24 : season 8 in january . omg . seems like a long time ..,0
sleep comes for us all . goodnight twitter-land !,4
and my biggest birthdaywish wo n't become true ...,0
"got an email saying the maine was following me on twitter . i jut went to the maines twitter . following 0 . people like to trick me , huh ?",0
"lost a rare gorgeous seattle day due to taco del mar poisoning , my tummy still hurts",0
"username your answer was lake placid ? . close , but not quite ! give it another shot",4
username coz lvatt is not out here yet and he is mean .. lmao gays ? ?,0
username yes . ue and ae for german .,4
"summer is so close ! ca n't wait . but then again , i like to take life slow so i can cherish every second i have on this earthh . unless they",4
"username yes , # followfriday is a great little invention ; whose invention exactly it was , i have no idea , but it 's pure genius .",4
url !,4
* ahem * i think username username username & amp ; username should all come to vegas ! !,4
username sorry we left ! : / i 'm not able to read your tweets from my phone so i did n't know y'all were going . next time !,4
wearing some ugly comfy plaid pants ftw,4
username which video ?,0
username looks like ur enjoying ur cruise pity im missing it,0
fuck the casino,0
username if you listen to some of tony robbins ' stories that just might work !,4
username its alex you got some new faces,4
username twitnoob needs help : how come i ca n't see your message to me ? ok inulit ko lang . wala pala nagtatagalog dito sa twitter hahaha,0
shit i really need to get my hair cut,0
username at this moment i 'm listening to my son ( 15 ) play the beginning of & quot ; lollipop & quot ; on his guitar .... he just got it for christmas,4
"watching jonas ep 4 now i screwed up my today 's papers , so yeah , leave it to jonas for cheering me up",4
"username yeah , hate to be sick . keeping hygiene multi-vit are not enough for this season .",0
"not as well as i 'd hoped . oh well , will give me something to work for . white wine it is then !",4
"to the person i 'm stalking , you know who you are : stop being so fake already be real .",0
username good show,4
i wore the soles out in my shoes ... does that mean i have to get new ones ? they are just now getting comfy !,0
everything will be fine,4
